,page_id,title,attribute,text_offset_start_line_id,text_offset_start_offset,text_text,html_offset_start_line_id,html_offset_start_offset,html_text,text_offset_end_line_id,text_offset_end_offset,html_offset_end_line_id,html_offset_end_offset,system_03011,system_10011,system_05010,system_07011,system_02010,system_01011,text_offset_start,text_offset_end,html_offset_start,html_offset_end,correct,worker_Lns201407,worker_marble00,worker_tokumei3578,worker_MasatoYoshihara,worker_kisaran455,worker_diamante007,worker_stonewood,worker_recluse,worker_hona15,worker_tidy-blues,worker_uni-7188,worker_DNF38,worker_angari14,worker_kanatalanc,worker_bungoya_t,worker_ch_ch,worker_tomur106,worker_tomomintea,worker_kumin1,worker_momo_41049,worker_myu-2,worker_kuruupu,worker_minasenantoka,worker_mmm07r,worker_ubermensch,worker_pssky,worker_bvglp11,worker_nekoNO1,worker_mochachi,worker_huku1,worker_rinaria_tia,worker_kitajima,worker_ekd00,worker_ripmaykoro05one,worker_kitanokenta,worker_dorae1019,worker_asokoha,worker_bpktwn8181,worker_lanamaace,worker_takahiro0655,worker_chihiro999,worker_natsu-68,worker_kyaitokosan2,worker_lan1374,worker_doraiai51,worker_banas,worker_u2424,worker_rechard,worker_hyro_8333,worker_fayefaye,worker_burrell1931,worker_wata_yuki,worker_varacuda,worker_yuna1127,worker_PFOG0112,worker_lc02102,worker_mas_529,worker_akkun1,worker_tapdancemisei,worker_nyantakun,worker_inui,worker_MsaTK84,worker_shoun,worker_fujikao19,worker_kazu_mission,worker_komichi21,worker_hysq77,worker_cubebox,worker_yy-yamazaki,worker_r_a_g_55,worker_m-mon2,worker_ca2_se_9ci,worker_neroli_83574,worker_5c5d6c949acf2,worker_ralance,worker_miumiu-001,worker_imati,worker_suxsun0147,worker_emuxa345,worker_217murakami,worker_peka,worker_toscp,worker_truenoAE101,worker_mayumi_ogiuchi,worker_Kaocang46,worker_monmon333,worker_Luke_Sky,worker_koujikouji44,worker_ai_ka,worker_panpan1,worker_aladdin,worker_tamori,worker_monmon3,worker_tomotw,worker_lanlanshiy,worker_Tea-Sky,worker_cm8672,worker_hiroshi1624,worker_smozby,worker_mosa1017,worker_y-Nishin,worker_makiwo,worker_na-ko51,worker_lcptn15,worker_yukikou,worker_kyoushinrie,worker_mabu3,worker_maf111,worker_kuronyachi,worker_uemon-no-jou,worker_Weetabix,worker_hima_write,worker_kakiagezan,worker_ammer1022,worker_norynory,worker_st001,worker_hiyusutsugeshi,worker_moaimoai,worker_ako819,worker_shamneko,worker_hideo_ueda,worker_schuman48,worker_taberun3,worker_shirochansan,worker_ken_sio_2211,worker_Nao0101,worker_MorryBK,worker_toyo_1968,worker_mumu18650,worker_kusiro509,worker_tamic,worker_beiko777,worker_BK_WORKS,worker_Sato-fr,worker_lanctaro24,worker_lilybenzo810,worker_z129,worker_korokorokun,worker_muzieak1968,worker_m4AfTvGY,worker_kazuya23001,worker_y-ichii,worker_hey8,worker_miniC1kame,count_yes,count_no,count_na,MV
1330,143182,木崎湖,湖岸の地域区分,87,38,長野県,87,83,長野県,87,41,87,86,,,,True,,,3580,3583,16173,16176,False,,,,,,,yes,no,,,,,,,,,,,,,,yes,,,,yes,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,yes,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,yes
793,1303518,テ・アナウ湖,種類,39,26,湖,39,292,湖,39,27,39,293,True,True,True,True,True,,2566,2567,8367,8368,True,,,,,,,yes,yes,,,,,,,,,,,,,,yes,,,,yes,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,yes,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
7351,54796,カスピ海,別名,123,143,ウズボイ,123,225,ウズボイ,123,147,123,229,,True,,,,,13508,13512,47392,47396,False,,,,,,,no,no,,,,,,,,,,,,,,no,,,,no,,no,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,no,,no,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,no
577,1146256,ピエリネン湖,国,35,146,フィンランド,35,381,フィンランド,35,152,35,387,True,True,True,True,True,,2364,2370,4669,4675,True,,,,,,,yes,yes,,,,,,,,,,,,,,yes,,,,yes,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,yes,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
5013,2978850,パウエル湖,観光地,121,1,スリー・ルーフ遺跡,121,5,スリー・ルーフ遺跡,121,10,121,14,True,True,,,True,,10957,10966,29161,29170,True,,,,,,,yes,yes,,,,,yes,,,,,,,,,,yes,,,yes,,na,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,1,yes
1821,1594389,風吹大池,所在地,36,0,長野県北安曇郡小谷村,36,61,"長野県</a><a href=""/index.php/%E5%8C%97%E5%AE%89%E6%9B%87%E9%83%A1"" title=""北安曇郡"">北安曇郡</a><a href=""/index.php/%E5%B0%8F%E8%B0%B7%E6%9D%91"" title=""小谷村"">小谷村",36,10,36,211,True,True,True,True,True,,2237,2247,4792,4942,True,,,,,,,yes,yes,,,,,yes,,,,,,,,,,yes,,,yes,,yes,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
3521,2267968,久美浜湾,形成時期,71,108,1913年,71,675,1913年,71,113,71,680,,,,,True,,2739,2744,11337,11342,False,,,,,,,yes,no,,,,,yes,,,,,,,,,,yes,,,no,,yes,,,,,,,,,,,,,no,,,,,,,no,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,yes
4010,2388853,大谷池,形成時期,69,37,昭和,69,97,昭和,69,39,69,99,,,,,True,,3172,3174,12242,12244,False,,,,,,,yes,yes,,,,,yes,,,,,,,,,,yes,,,no,,yes,,,,,,,,,,,,,no,,,,,,,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,0,yes
6435,443223,トバ湖,流入・流出河川,38,0,アサハン川,38,193,アサハン川,38,5,38,198,True,True,True,True,True,,2606,2611,7610,7615,True,,,,,,,,,yes,,,,,,,,,,yes,,,yes,,,,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,no,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,yes
5282,312243,ベール湖,種類,44,113,潟湖,44,614,潟湖,44,115,44,616,True,,,,,,2743,2745,10347,10349,False,,,,,,,,,no,,,,,,,,,,no,,,no,,,,yes,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,no,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,no
155,1050701,一碧湖,周囲長,43,0,3.7[1],43,0,"3.7<sup id=""cite_ref-biodic_1-1"" class=""reference""><a href=""#cite_note-biodic-1"">&#91;1&#93;",43,6,43,92,,True,,,,,2640,2646,7935,8027,False,,,,,,,,,no,,,,,,,,,,yes,,,yes,,,,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,yes
1522,1463539,平池 (和歌山県),成因,58,0,中世に灌漑用として造られた,58,54,"中世</a>に<a href=""/index.php/%E7%81%8C%E6%BC%91"" title=""灌漑"">灌漑</a>用として造られた",58,13,58,126,True,,,,,,2606,2619,8664,8736,False,,,,,,,,,yes,,,,,,,,,,no,,,na,,,,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1,yes
5520,3249598,水尻池,幅,49,14,東経134度5分38.30秒,49,590,東経134度5分38.30秒,49,28,49,604,,True,,,,,2789,2803,9325,9339,False,,,,,yes,no,,,,,,no,no,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,no,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,no
1506,1463539,平池 (和歌山県),面積,41,32,約13ヘクタール,41,272,"約13<a href=""/index.php/%E3%83%98%E3%82%AF%E3%82%BF%E3%83%BC%E3%83%AB"" title=""ヘクタール"">ヘクタール",41,40,41,361,True,True,,True,True,,2522,2530,7241,7330,True,,,,,yes,yes,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
5687,3260984,モエリス湖,構成する湖沼,38,49,カールーン湖,38,155,カールーン湖,38,55,38,161,,True,,,,,2773,2779,6403,6409,True,,,,,yes,no,,,,,,no,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,no,yes,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,0,yes
1803,159245,ミシガン湖,島,40,53,北緯44度,40,1339,北緯44度,40,58,40,1344,,True,,,,,2525,2530,8764,8769,False,,,,,no,no,,,,,,no,no,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,na,,,,,,,,,,,,no,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,1,no
5827,344043,大正池 (松本市),所在地,38,50,上高地,38,536,上高地,38,53,38,539,,True,,,,,2616,2619,6874,6877,True,,,,,yes,yes,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,0,yes
4490,27167,支笏湖,産業,150,15,漁業,150,79,漁業,150,17,150,81,,,,True,True,,4610,4612,21774,21776,False,,,,,yes,yes,yes,yes,no,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1,yes
630,1154671,五色沼 (福島市),幅,41,12,東経140度14分34秒,41,619,東経140度14分34秒,41,24,41,631,,True,,,,,2336,2348,5977,5989,False,,,,,no,no,no,no,no,,,,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,no
8346,951230,泡瀬干潟,動物,104,0,ホソウミヒルモ,104,168,ホソウミヒルモ,104,7,104,175,,,,True,,,4645,4652,19336,19343,False,,,,,no,yes,na,no,no,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,no
1178,143182,木崎湖,成因,75,0,糸魚川静岡構造線による地溝上に出来た,75,114,"糸魚川静岡構造線</a>による<a href=""/index.php/%E5%9C%B0%E6%BA%9D"" title=""地溝"">地溝</a>上に出来た",75,18,75,191,True,True,,,,,2868,2886,12844,12921,False,,,,,,,yes,,,,,,yes,,,yes,,yes,no,,,,,,,yes,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,0,yes
7929,687963,藺牟田池,別名,70,59,キンブナ,70,608,キンブナ,70,63,70,612,,True,,,,,3177,3181,12044,12048,False,,,,,,,no,,,,,,yes,,,no,,yes,no,,,,,,,no,no,,,,,,,,,,,,,,,,,no,,,,,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,no
1874,1681249,マルケル湖,面積,37,0,約700 km2,37,0,"約700 <a href=""/index.php/%E5%B9%B3%E6%96%B9%E3%82%AD%E3%83%AD%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""平方キロメートル"">km<sup>2",37,8,37,124,True,True,True,True,True,True,2287,2295,5148,5272,True,,,,,,,yes,,,,,,yes,,,yes,,yes,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
3289,2239242,上池,種類,39,18,ため池,39,216,ため池,39,21,39,219,True,True,True,True,True,,2319,2322,5483,5486,True,,,,,,,yes,,,,,,yes,,,yes,,yes,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
2665,1954629,マレボ湖,湖岸の地域区分,39,131,イレボ,39,389,イレボ,39,134,39,392,True,,,,True,,2900,2903,6736,6739,False,,,,,,,no,,,,,,no,,,no,,yes,no,,,,,,,yes,no,,,,,,,,,,,,,,,,,no,,,,,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,no
8241,951230,泡瀬干潟,種類,74,28,干潟,74,31,干潟,74,30,74,33,,True,,,,,3811,3813,12681,12683,False,,,,,yes,,yes,yes,,,,,yes,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,yes,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
4941,2978850,パウエル湖,湖岸の地域区分,186,27,ネブラスカ州,186,125,ネブラスカ州,186,33,186,131,,,True,True,True,,12240,12246,33078,33084,False,,,,,na,,no,no,,,,,yes,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,yes,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,2,yes
2853,196428,印旛沼,湖岸の地域区分,69,8,市,69,136,市,69,9,69,137,,,,,True,,2858,2859,12705,12706,False,,,,,na,,no,no,,,,,no,,,,,,,,,,,,,no,,,,na,,,,,,,,,,,,,,no,,,,,,yes,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,2,no
5824,344043,大正池 (松本市),所在地,37,17,松本市,37,530,松本市,37,20,37,533,,True,,,,,2540,2543,5862,5865,False,,,,,yes,,na,yes,,,,,yes,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,yes,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,1,yes
5088,2978850,パウエル湖,島,55,561,.28944度 西経1,55,3037,.28944度 西経1,55,572,55,3048,,True,,,,,7270,7281,17902,17913,False,,,,,no,,no,no,,,,,no,,,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,no,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,no
4308,2606120,明神池 (沼津市),別名,50,28,井田の明神池,50,213,井田の明神池,50,34,50,219,True,,,,True,,2302,2308,5306,5312,True,,yes,yes,,yes,yes,yes,,yes,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
8252,951230,泡瀬干潟,島,35,54,南西諸島,35,375,南西諸島,35,58,35,379,,,,,True,,2338,2342,4747,4751,False,,yes,no,,yes,yes,no,,no,no,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,yes
3657,2280167,プレスパ湖,動物,47,92,小プレスパ湖,47,465,小プレスパ湖,47,98,47,471,,True,,,,,6791,6797,13763,13769,False,,no,no,,no,no,no,,no,no,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,no
5359,312243,ベール湖,水深,49,4,6mから9m,49,8,6mから9m,49,10,49,14,,True,,,,,2785,2791,10638,10644,True,,yes,yes,,yes,yes,yes,,yes,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
755,1250740,ミラックス湖,湖岸の地域区分,37,224,サウスダコタ州,37,1252,サウスダコタ州,37,231,37,1259,,True,,True,,,2828,2835,8933,8940,False,,no,no,,no,no,no,,no,no,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,no
1713,159245,ミシガン湖,所在地,53,37,南側から時計回りにインディアナ州、イリノイ州、ウィスコンシン州、ミシガン州に囲まれている,53,269,"南側から時計回りに<a href=""/index.php/%E3%82%A4%E3%83%B3%E3%83%87%E3%82%A3%E3%82%A2%E3%83%8A%E5%B7%9E"" title=""インディアナ州"">インディアナ州</a>、<a href=""/index.php/%E3%82%A4%E3%83%AA%E3%83%8E%E3%82%A4%E5%B7%9E"" title=""イリノイ州"">イリノイ州</a>、<a href=""/index.php/%E3%82%A6%E3%82%A3%E3%82%B9%E3%82%B3%E3%83%B3%E3%82%B7%E3%83%B3%E5%B7%9E"" title=""ウィスコンシン州"">ウィスコンシン州</a>、<a href=""/index.php/%E3%83%9F%E3%82%B7%E3%82%AC%E3%83%B3%E5%B7%9E"" title=""ミシガン州"">ミシガン州</a>に囲まれている",53,81,53,703,,True,,,,,3097,3141,14046,14480,False,,,,,,,yes,,,,yes,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
926,134839,風蓮湖,島,43,25,北緯43.30000度,43,742,北緯43.30000度,43,36,43,753,,True,,,,,2429,2440,7107,7118,False,,,,,,,no,,,,no,no,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,no,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,yes,,no,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,no
6197,407959,ニカラグア湖,島,45,113,Solentiname列島,45,315,Solentiname列島,45,126,45,328,True,True,,,True,,2770,2783,10466,10479,True,,,,,,,yes,,,,yes,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,0,yes
5467,3249598,水尻池,動物,104,8,水後池,104,15,水後池,104,11,104,18,,True,,,,,5130,5133,33067,33070,False,,,,,,,no,,,,no,no,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,no,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,no
2670,1954629,マレボ湖,動物,36,69,Stanley Pool,36,206,Stanley Pool,36,81,36,218,,True,,,,,2457,2469,5631,5643,False,,,no,,,no,no,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,no,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,no
1021,141263,鷹架沼,別名,48,15,高架沼,48,22,高架沼,48,18,48,25,True,,,,,,2825,2828,11047,11050,True,,,yes,,,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
6535,470196,御池,名前の謂れ,75,42,神武天皇が幼少の頃、皇子港の水辺で遊んだという伝説,75,116,神武天皇</a>が幼少の頃、皇子港の水辺で遊んだという伝説,75,67,75,145,,,,,True,,3003,3028,12590,12619,False,,,no,,,no,na,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,no,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,1,no
1473,145876,猪苗代湖,幅,39,9,東経140度06分,39,394,東経140度06分,39,18,39,403,,True,,,,,2405,2414,6752,6761,False,,,no,,,no,no,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,no,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,yes
4573,2802797,ファグナーノ湖,湖岸の地域区分,61,100,ブエノスアイレス,61,529,ブエノスアイレス,61,108,61,537,,,,,True,,3394,3402,13580,13588,False,,,no,,,no,no,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,na,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,1,no
5933,3550700,ブラック湖 (サスカチュワン州),別名,35,22,Black,35,294,Black,35,27,35,299,True,,,,,,5775,5780,8290,8295,False,no,,,,,yes,no,,,,no,no,no,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,1,no
5302,312243,ベール湖,流入・流出河川,51,186,le canal de Caronte,51,511,le canal de Caronte,51,205,51,530,,True,,,,,2987,3006,11313,11332,True,yes,,,,,yes,no,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,yes
4063,2390786,大切畑ため池,植物,100,73,桜,100,367,桜,100,74,100,368,True,,,True,True,,4214,4215,21984,21985,False,yes,,,,,yes,yes,,,,yes,no,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,yes
4963,2978850,パウエル湖,種類,84,148,ダム,84,427,ダム,84,150,84,429,,True,,,,,8645,8647,23138,23140,False,yes,,,,,no,no,,,,no,no,no,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,no
